Year,Table,County,Birth Weight in Grams,Number of Live Births
2015,11a,Orleans,1500-1999,11
2015,11a,Orleans,2000-2499,16
2015,11a,Orleans,2500-2999,65
2015,11a,Orleans,3000-3499,167
2015,11a,Orleans,3500+,183
2015,11a,Orleans,Not Stated,3
2015,11a,Oswego,Total,1199
2015,11a,Oswego,Under 1000,7
2015,11a,Oswego,1000-1499,9
2015,11a,Oswego,1500-1999,21
2015,11a,Oswego,2000-2499,42
2015,11a,Oswego,2500-2999,167
2015,11a,Oswego,3000-3499,439
2015,11a,Oswego,3500+,508
2015,11a,Oswego,Not Stated,6
2015,11a,Otsego,Total,530
2015,11a,Otsego,Under 1000,5
2015,11a,Otsego,1000-1499,6
2015,11a,Otsego,1500-1999,11
2015,11a,Otsego,2000-2499,27
2015,11a,Otsego,2500-2999,84
2015,11a,Otsego,3000-3499,162
2015,11a,Otsego,3500+,229
2015,11a,Otsego,Not Stated,6
2015,11a,Putnam,Total,813
2015,11a,Putnam,Under 1000,3
2015,11a,Putnam,1000-1499,8
2015,11a,Putnam,1500-1999,11
2015,11a,Putnam,2000-2499,35
2015,11a,Putnam,2500-2999,132
2015,11a,Putnam,3000-3499,303
2015,11a,Putnam,3500+,318
2015,11a,Putnam,Not Stated,3
2015,11a,Rensselaer,Total,1617
2015,11a,Rensselaer,Under 1000,11
2015,11a,Rensselaer,1000-1499,8
2015,11a,Rensselaer,1500-1999,25
2015,11a,Rensselaer,2000-2499,78
2015,11a,Rensselaer,2500-2999,285
2015,11a,Rensselaer,3000-3499,598
2015,11a,Rensselaer,3500+,610
2015,11a,Rensselaer,Not Stated,2
2015,11a,Rockland,Total,5113
2015,11a,Rockland,Under 1000,30
2015,11a,Rockland,1000-1499,32
2015,11a,Rockland,1500-1999,74
2015,11a,Rockland,2000-2499,200
2015,11a,Rockland,2500-2999,855
2015,11a,Rockland,3000-3499,1965
2015,11a,Rockland,3500+,1956
2015,11a,Rockland,Not Stated,1
2015,11a,St Lawrence,Total,1181
2015,11a,St Lawrence,Under 1000,10
2015,11a,St Lawrence,1000-1499,3
2015,11a,St Lawrence,1500-1999,10
2015,11a,St Lawrence,2000-2499,43
2015,11a,St Lawrence,2500-2999,168
2015,11a,St Lawrence,3000-3499,398
2015,11a,St Lawrence,3500+,497
2015,11a,St Lawrence,Not Stated,52
2015,11a,Saratoga,Total,2174
2015,11a,Saratoga,Under 1000,11
2015,11a,Saratoga,1000-1499,13
2015,11a,Saratoga,1500-1999,41
2015,11a,Saratoga,2000-2499,79
2015,11a,Saratoga,2500-2999,313
2015,11a,Saratoga,3000-3499,767
2015,11a,Saratoga,3500+,950
2015,11a,Saratoga,Not Stated,0
2015,11a,Schenectady,Total,1766
2015,11a,Schenectady,Under 1000,23
2015,11a,Schenectady,1000-1499,17
2015,11a,Schenectady,1500-1999,16
2015,11a,Schenectady,2000-2499,100
2015,11a,Schenectady,2500-2999,291
2015,11a,Schenectady,3000-3499,640
2015,11a,Schenectady,3500+,678
2015,11a,Schenectady,Not Stated,1
2015,11a,Schoharie,Total,234
2015,11a,Schoharie,Under 1000,1
2015,11a,Schoharie,1000-1499,3
2015,11a,Schoharie,1500-1999,4
2015,11a,Schoharie,2000-2499,18
2015,11a,Schoharie,2500-2999,29
2015,11a,Schoharie,3000-3499,79
2015,11a,Schoharie,3500+,100
2015,11a,Schoharie,Not Stated,0
2015,11a,Schuyler,Total,180
2015,11a,Schuyler,Under 1000,0
2015,11a,Schuyler,1000-1499,2
2015,11a,Schuyler,1500-1999,2
2015,11a,Schuyler,2000-2499,8
2015,11a,Schuyler,2500-2999,26
2015,11a,Schuyler,3000-3499,69
2015,11a,Schuyler,3500+,73
2015,11a,Schuyler,Not Stated,0
2015,11a,Seneca,Total,367
2015,11a,Seneca,Under 1000,4
2015,11a,Seneca,1000-1499,0
2015,11a,Seneca,1500-1999,8
2015,11a,Seneca,2000-2499,9
2015,11a,Seneca,2500-2999,50
2015,11a,Seneca,3000-3499,127
2015,11a,Seneca,3500+,169
2015,11a,Seneca,Not Stated,0
2015,11a,Steuben,Total,1069
2015,11a,Steuben,Under 1000,6
2015,11a,Steuben,1000-1499,7
2015,11a,Steuben,1500-1999,10
2015,11a,Steuben,2000-2499,40
2015,11a,Steuben,2500-2999,151
2015,11a,Steuben,3000-3499,418
2015,11a,Steuben,3500+,435
2015,11a,Steuben,Not Stated,2
2015,11a,Suffolk,Total,15808
2015,11a,Suffolk,Under 1000,74
2015,11a,Suffolk,1000-1499,112
2015,11a,Suffolk,1500-1999,232
2015,11a,Suffolk,2000-2499,732
2015,11a,Suffolk,2500-2999,2823
2015,11a,Suffolk,3000-3499,6210
2015,11a,Suffolk,3500+,5623
2015,11a,Suffolk,Not Stated,2
2015,11a,Sullivan,Total,792
2015,11a,Sullivan,Under 1000,6
2015,11a,Sullivan,1000-1499,9
2015,11a,Sullivan,1500-1999,23
2015,11a,Sullivan,2000-2499,40
2015,11a,Sullivan,2500-2999,153
2015,11a,Sullivan,3000-3499,296
2015,11a,Sullivan,3500+,265
2015,11a,Sullivan,Not Stated,0
2015,11a,Tioga,Total,465
2015,11a,Tioga,Under 1000,0
2015,11a,Tioga,1000-1499,4
2015,11a,Tioga,1500-1999,10
2015,11a,Tioga,2000-2499,16
2015,11a,Tioga,2500-2999,66
2015,11a,Tioga,3000-3499,167
2015,11a,Tioga,3500+,202
2015,11a,Tioga,Not Stated,0
2015,11a,Tompkins,Total,812
2015,11a,Tompkins,Under 1000,1
2015,11a,Tompkins,1000-1499,5
2015,11a,Tompkins,1500-1999,11
2015,11a,Tompkins,2000-2499,38
2015,11a,Tompkins,2500-2999,123
2015,11a,Tompkins,3000-3499,317
2015,11a,Tompkins,3500+,316
2015,11a,Tompkins,Not Stated,1
2015,11a,Ulster,Total,1573
2015,11a,Ulster,Under 1000,6
2015,11a,Ulster,1000-1499,17
2015,11a,Ulster,1500-1999,19
2015,11a,Ulster,2000-2499,69
2015,11a,Ulster,2500-2999,266
2015,11a,Ulster,3000-3499,535
2015,11a,Ulster,3500+,656
2015,11a,Ulster,Not Stated,5
2015,11a,Warren,Total,540
2015,11a,Warren,Under 1000,5
2015,11a,Warren,1000-1499,2
2015,11a,Warren,1500-1999,2
2015,11a,Warren,2000-2499,24
2015,11a,Warren,2500-2999,86
2015,11a,Warren,3000-3499,194
2015,11a,Warren,3500+,227
2015,11a,Warren,Not Stated,0
2015,11a,Washington,Total,584
2015,11a,Washington,Under 1000,0
2015,11a,Washington,1000-1499,2
2015,11a,Washington,1500-1999,6
2015,11a,Washington,2000-2499,29
2015,11a,Washington,2500-2999,85
2015,11a,Washington,3000-3499,208
2015,11a,Washington,3500+,254
2015,11a,Washington,Not Stated,0
2015,11a,Wayne,Total,968
2015,11a,Wayne,Under 1000,7
2015,11a,Wayne,1000-1499,7
2015,11a,Wayne,1500-1999,16
2015,11a,Wayne,2000-2499,47
2015,11a,Wayne,2500-2999,142
2015,11a,Wayne,3000-3499,337
2015,11a,Wayne,3500+,410
2015,11a,Wayne,Not Stated,2
2015,11a,Westchester,Total,10639
2015,11a,Westchester,Under 1000,71
2015,11a,Westchester,1000-1499,82
2015,11a,Westchester,1500-1999,175
2015,11a,Westchester,2000-2499,550
2015,11a,Westchester,2500-2999,1925
2015,11a,Westchester,3000-3499,4175
2015,11a,Westchester,3500+,3655
2015,11a,Westchester,Not Stated,6
2015,11a,Wyoming,Total,368
2015,11a,Wyoming,Under 1000,2
2015,11a,Wyoming,1000-1499,2
2015,11a,Wyoming,1500-1999,7
2015,11a,Wyoming,2000-2499,10
2015,11a,Wyoming,2500-2999,50
2015,11a,Wyoming,3000-3499,147
2015,11a,Wyoming,3500+,149
2015,11a,Wyoming,Not Stated,1
2015,11a,Yates,Total,321
2015,11a,Yates,Under 1000,0
2015,11a,Yates,1000-1499,1
2015,11a,Yates,1500-1999,6
2015,11a,Yates,2000-2499,10
2015,11a,Yates,2500-2999,45
2015,11a,Yates,3000-3499,106
2015,11a,Yates,3500+,148
2015,11a,Yates,Not Stated,5
2016,11a,New York State,Total,232663
2016,11a,New York State,Under 1000,1447
2016,11a,New York State,1000-1499,1649
2016,11a,New York State,1500-1999,3567
2016,11a,New York State,2000-2499,11731
2016,11a,New York State,2500-2999,43541
2016,11a,New York State,3000-3499,90702
2016,11a,New York State,3500+,79732
2016,11a,New York State,Not Stated,294
2016,11a,New York City,Total,114400
2016,11a,New York City,Under 1000,697
2016,11a,New York City,1000-1499,830
2016,11a,New York City,1500-1999,1781
2016,11a,New York City,2000-2499,6043
2016,11a,New York City,2500-2999,23304
2016,11a,New York City,3000-3499,46277
2016,11a,New York City,3500+,35464
2016,11a,New York City,Not Stated,4
2016,11a,Bronx,Total,20831
2016,11a,Bronx,Under 1000,174
2016,11a,Bronx,1000-1499,205
2016,11a,Bronx,1500-1999,366
2016,11a,Bronx,2000-2499,1208
2016,11a,Bronx,2500-2999,4450
2016,11a,Bronx,3000-3499,8297
2016,11a,Bronx,3500+,6131
2016,11a,Bronx,Not Stated,0
2016,11a,Kings,Total,40802
2016,11a,Kings,Under 1000,243
2016,11a,Kings,1000-1499,283
2016,11a,Kings,1500-1999,594
2016,11a,Kings,2000-2499,2032
2016,11a,Kings,2500-2999,8149
2016,11a,Kings,3000-3499,16517
2016,11a,Kings,3500+,12983
2016,11a,Kings,Not Stated,1
2016,11a,New York,Total,17052
2016,11a,New York,Under 1000,74
2016,11a,New York,1000-1499,110
2016,11a,New York,1500-1999,270
2016,11a,New York,2000-2499,886
2016,11a,New York,2500-2999,3389
2016,11a,New York,3000-3499,7003
2016,11a,New York,3500+,5319
2016,11a,New York,Not Stated,1
2016,11a,Queens,Total,30292
2016,11a,Queens,Under 1000,180
2016,11a,Queens,1000-1499,201
2016,11a,Queens,1500-1999,472
2016,11a,Queens,2000-2499,1650
2016,11a,Queens,2500-2999,6245
2016,11a,Queens,3000-3499,12294
2016,11a,Queens,3500+,9249
2016,11a,Queens,Not Stated,1
2016,11a,Richmond,Total,5423
2016,11a,Richmond,Under 1000,26
2016,11a,Richmond,1000-1499,31
2016,11a,Richmond,1500-1999,79
2016,11a,Richmond,2000-2499,267
2016,11a,Richmond,2500-2999,1071
2016,11a,Richmond,3000-3499,2166
2016,11a,Richmond,3500+,1782
2016,11a,Richmond,Not Stated,1
2016,11a,Rest of State,Total,118263
2016,11a,Rest of State,Under 1000,750
2016,11a,Rest of State,1000-1499,819
2016,11a,Rest of State,1500-1999,1786
2016,11a,Rest of State,2000-2499,5688
2016,11a,Rest of State,2500-2999,20237
2016,11a,Rest of State,3000-3499,44425
2016,11a,Rest of State,3500+,44268
2016,11a,Rest of State,Not Stated,290
2016,11a,Albany,Total,3132
2016,11a,Albany,Under 1000,19
2016,11a,Albany,1000-1499,27
2016,11a,Albany,1500-1999,56
2016,11a,Albany,2000-2499,171
2016,11a,Albany,2500-2999,494
2016,11a,Albany,3000-3499,1119
2016,11a,Albany,3500+,1242
2016,11a,Albany,Not Stated,4
2016,11a,Allegany,Total,500
2016,11a,Allegany,Under 1000,2
2016,11a,Allegany,1000-1499,2
2016,11a,Allegany,1500-1999,6
2016,11a,Allegany,2000-2499,20
2016,11a,Allegany,2500-2999,87
2016,11a,Allegany,3000-3499,203
2016,11a,Allegany,3500+,174
2016,11a,Allegany,Not Stated,6
2016,11a,Broome,Total,1983
2016,11a,Broome,Under 1000,9
2016,11a,Broome,1000-1499,15
2016,11a,Broome,1500-1999,30
2016,11a,Broome,2000-2499,94
2016,11a,Broome,2500-2999,321
2016,11a,Broome,3000-3499,747
2016,11a,Broome,3500+,766
2016,11a,Broome,Not Stated,1
2016,11a,Cattaraugus,Total,851
2016,11a,Cattaraugus,Under 1000,6
2016,11a,Cattaraugus,1000-1499,2
2016,11a,Cattaraugus,1500-1999,9
2016,11a,Cattaraugus,2000-2499,29
2016,11a,Cattaraugus,2500-2999,132
2016,11a,Cattaraugus,3000-3499,312
2016,11a,Cattaraugus,3500+,277
2016,11a,Cattaraugus,Not Stated,84
2016,11a,Cayuga,Total,779
2016,11a,Cayuga,Under 1000,4
2016,11a,Cayuga,1000-1499,3
2016,11a,Cayuga,1500-1999,14
2016,11a,Cayuga,2000-2499,25
2016,11a,Cayuga,2500-2999,108
2016,11a,Cayuga,3000-3499,263
2016,11a,Cayuga,3500+,362
2016,11a,Cayuga,Not Stated,0
2016,11a,Chautauqua,Total,1325
2016,11a,Chautauqua,Under 1000,8
2016,11a,Chautauqua,1000-1499,10
2016,11a,Chautauqua,1500-1999,19
2016,11a,Chautauqua,2000-2499,61
2016,11a,Chautauqua,2500-2999,239
2016,11a,Chautauqua,3000-3499,460
2016,11a,Chautauqua,3500+,493
2016,11a,Chautauqua,Not Stated,35
2016,11a,Chemung,Total,934
2016,11a,Chemung,Under 1000,7
2016,11a,Chemung,1000-1499,5
2016,11a,Chemung,1500-1999,14
2016,11a,Chemung,2000-2499,31
2016,11a,Chemung,2500-2999,145
2016,11a,Chemung,3000-3499,369
2016,11a,Chemung,3500+,363
2016,11a,Chemung,Not Stated,0
2016,11a,Chenango,Total,523
2016,11a,Chenango,Under 1000,1
2016,11a,Chenango,1000-1499,2
2016,11a,Chenango,1500-1999,10
2016,11a,Chenango,2000-2499,24
2016,11a,Chenango,2500-2999,80
2016,11a,Chenango,3000-3499,189
2016,11a,Chenango,3500+,213
2016,11a,Chenango,Not Stated,4
2016,11a,Clinton,Total,743
2016,11a,Clinton,Under 1000,4
2016,11a,Clinton,1000-1499,4
2016,11a,Clinton,1500-1999,4
2016,11a,Clinton,2000-2499,23
2016,11a,Clinton,2500-2999,126
2016,11a,Clinton,3000-3499,262
2016,11a,Clinton,3500+,319
2016,11a,Clinton,Not Stated,1
2016,11a,Columbia,Total,510
2016,11a,Columbia,Under 1000,0
2016,11a,Columbia,1000-1499,4
2016,11a,Columbia,1500-1999,2
2016,11a,Columbia,2000-2499,14
2016,11a,Columbia,2500-2999,72
2016,11a,Columbia,3000-3499,184
2016,11a,Columbia,3500+,233
2016,11a,Columbia,Not Stated,1
2016,11a,Cortland,Total,507
2016,11a,Cortland,Under 1000,1
2016,11a,Cortland,1000-1499,5
2016,11a,Cortland,1500-1999,9
2016,11a,Cortland,2000-2499,30
2016,11a,Cortland,2500-2999,79
2016,11a,Cortland,3000-3499,190
2016,11a,Cortland,3500+,181
2016,11a,Cortland,Not Stated,12
2016,11a,Delaware,Total,342
2016,11a,Delaware,Under 1000,0
2016,11a,Delaware,1000-1499,0
2016,11a,Delaware,1500-1999,1
2016,11a,Delaware,2000-2499,17
2016,11a,Delaware,2500-2999,56
2016,11a,Delaware,3000-3499,128
2016,11a,Delaware,3500+,139
2016,11a,Delaware,Not Stated,1
2016,11a,Dutchess,Total,2502
2016,11a,Dutchess,Under 1000,23
2016,11a,Dutchess,1000-1499,18
2016,11a,Dutchess,1500-1999,37
2016,11a,Dutchess,2000-2499,103
2016,11a,Dutchess,2500-2999,404
2016,11a,Dutchess,3000-3499,921
2016,11a,Dutchess,3500+,994
2016,11a,Dutchess,Not Stated,2
2016,11a,Erie,Total,9885
2016,11a,Erie,Under 1000,86
2016,11a,Erie,1000-1499,88
2016,11a,Erie,1500-1999,194
2016,11a,Erie,2000-2499,513
2016,11a,Erie,2500-2999,1749
2016,11a,Erie,3000-3499,3660
2016,11a,Erie,3500+,3578
2016,11a,Erie,Not Stated,17
2016,11a,Essex,Total,265
2016,11a,Essex,Under 1000,3
2016,11a,Essex,1000-1499,1
2016,11a,Essex,1500-1999,3
2016,11a,Essex,2000-2499,11
2016,11a,Essex,2500-2999,39
2016,11a,Essex,3000-3499,103
2016,11a,Essex,3500+,105
2016,11a,Essex,Not Stated,0
2016,11a,Franklin,Total,475
2016,11a,Franklin,Under 1000,4
2016,11a,Franklin,1000-1499,0
2016,11a,Franklin,1500-1999,6
2016,11a,Franklin,2000-2499,14
2016,11a,Franklin,2500-2999,82
2016,11a,Franklin,3000-3499,179
2016,11a,Franklin,3500+,186
2016,11a,Franklin,Not Stated,4
2016,11a,Fulton,Total,507
2016,11a,Fulton,Under 1000,4
2016,11a,Fulton,1000-1499,7
2016,11a,Fulton,1500-1999,12
2016,11a,Fulton,2000-2499,21
2016,11a,Fulton,2500-2999,93
2016,11a,Fulton,3000-3499,159
2016,11a,Fulton,3500+,210
2016,11a,Fulton,Not Stated,1
2016,11a,Genesee,Total,577
2016,11a,Genesee,Under 1000,2
2016,11a,Genesee,1000-1499,4
2016,11a,Genesee,1500-1999,6
2016,11a,Genesee,2000-2499,20
2016,11a,Genesee,2500-2999,91
2016,11a,Genesee,3000-3499,199
2016,11a,Genesee,3500+,255
2016,11a,Genesee,Not Stated,0
2016,11a,Greene,Total,369
2016,11a,Greene,Under 1000,1
2016,11a,Greene,1000-1499,1
2016,11a,Greene,1500-1999,12
2016,11a,Greene,2000-2499,18
2016,11a,Greene,2500-2999,52
2016,11a,Greene,3000-3499,125
2016,11a,Greene,3500+,159
2016,11a,Greene,Not Stated,1
2016,11a,Hamilton,Total,21
2016,11a,Hamilton,Under 1000,0
2016,11a,Hamilton,1000-1499,0
2016,11a,Hamilton,1500-1999,0
2016,11a,Hamilton,2000-2499,1
2016,11a,Hamilton,2500-2999,6
2016,11a,Hamilton,3000-3499,8
2016,11a,Hamilton,3500+,6
2016,11a,Hamilton,Not Stated,0
2016,11a,Herkimer,Total,634
2016,11a,Herkimer,Under 1000,9
2016,11a,Herkimer,1000-1499,2
2016,11a,Herkimer,1500-1999,7
2016,11a,Herkimer,2000-2499,31
2016,11a,Herkimer,2500-2999,91
2016,11a,Herkimer,3000-3499,236
2016,11a,Herkimer,3500+,257
2016,11a,Herkimer,Not Stated,1
2016,11a,Jefferson,Total,1887
2016,11a,Jefferson,Under 1000,10
2016,11a,Jefferson,1000-1499,8
2016,11a,Jefferson,1500-1999,27
2016,11a,Jefferson,2000-2499,78
2016,11a,Jefferson,2500-2999,283
2016,11a,Jefferson,3000-3499,716
2016,11a,Jefferson,3500+,757
2016,11a,Jefferson,Not Stated,8
2016,11a,Lewis,Total,323
2016,11a,Lewis,Under 1000,0
2016,11a,Lewis,1000-1499,2
2016,11a,Lewis,1500-1999,3
2016,11a,Lewis,2000-2499,19
2016,11a,Lewis,2500-2999,47
2016,11a,Lewis,3000-3499,116
2016,11a,Lewis,3500+,136
2016,11a,Lewis,Not Stated,0
2016,11a,Livingston,Total,527
2016,11a,Livingston,Under 1000,1
2016,11a,Livingston,1000-1499,3
2016,11a,Livingston,1500-1999,14
2016,11a,Livingston,2000-2499,21
2016,11a,Livingston,2500-2999,81
2016,11a,Livingston,3000-3499,192
2016,11a,Livingston,3500+,214
2016,11a,Livingston,Not Stated,1
2016,11a,Madison,Total,630
2016,11a,Madison,Under 1000,6
2016,11a,Madison,1000-1499,4
2016,11a,Madison,1500-1999,8
2016,11a,Madison,2000-2499,22
2016,11a,Madison,2500-2999,80
2016,11a,Madison,3000-3499,269
2016,11a,Madison,3500+,231
2016,11a,Madison,Not Stated,10
2016,11a,Monroe,Total,7996
2016,11a,Monroe,Under 1000,69
2016,11a,Monroe,1000-1499,57
2016,11a,Monroe,1500-1999,120
2016,11a,Monroe,2000-2499,411
2016,11a,Monroe,2500-2999,1422
2016,11a,Monroe,3000-3499,2921
2016,11a,Monroe,3500+,2994
2016,11a,Monroe,Not Stated,2
2016,11a,Montgomery,Total,573
2016,11a,Montgomery,Under 1000,2
2016,11a,Montgomery,1000-1499,3
2016,11a,Montgomery,1500-1999,14
2016,11a,Montgomery,2000-2499,30
2016,11a,Montgomery,2500-2999,86
2016,11a,Montgomery,3000-3499,205
2016,11a,Montgomery,3500+,220
2016,11a,Montgomery,Not Stated,13
2016,11a,Nassau,Total,14277
2016,11a,Nassau,Under 1000,70
2016,11a,Nassau,1000-1499,98
2016,11a,Nassau,1500-1999,213
2016,11a,Nassau,2000-2499,769
2016,11a,Nassau,2500-2999,2683
2016,11a,Nassau,3000-3499,5642
2016,11a,Nassau,3500+,4800
2016,11a,Nassau,Not Stated,2
2016,11a,Niagara,Total,2144
2016,11a,Niagara,Under 1000,14
2016,11a,Niagara,1000-1499,15
2016,11a,Niagara,1500-1999,30
2016,11a,Niagara,2000-2499,100
2016,11a,Niagara,2500-2999,397
2016,11a,Niagara,3000-3499,819
2016,11a,Niagara,3500+,767
2016,11a,Niagara,Not Stated,2
2016,11a,Oneida,Total,2503
2016,11a,Oneida,Under 1000,17
2016,11a,Oneida,1000-1499,21
2016,11a,Oneida,1500-1999,40
2016,11a,Oneida,2000-2499,128
2016,11a,Oneida,2500-2999,415
2016,11a,Oneida,3000-3499,890
2016,11a,Oneida,3500+,990
2016,11a,Oneida,Not Stated,2
2016,11a,Onondaga,Total,5239
2016,11a,Onondaga,Under 1000,44
2016,11a,Onondaga,1000-1499,51
2016,11a,Onondaga,1500-1999,87
2016,11a,Onondaga,2000-2499,237
2016,11a,Onondaga,2500-2999,884
2016,11a,Onondaga,3000-3499,1836
2016,11a,Onondaga,3500+,2099
2016,11a,Onondaga,Not Stated,1
2016,11a,Ontario,Total,988
2016,11a,Ontario,Under 1000,7
2016,11a,Ontario,1000-1499,5
2016,11a,Ontario,1500-1999,9
2016,11a,Ontario,2000-2499,31
2016,11a,Ontario,2500-2999,166
2016,11a,Ontario,3000-3499,347
2016,11a,Ontario,3500+,421
2016,11a,Ontario,Not Stated,2
2016,11a,Orange,Total,4916
2016,11a,Orange,Under 1000,28
2016,11a,Orange,1000-1499,28
2016,11a,Orange,1500-1999,74
2016,11a,Orange,2000-2499,228
2016,11a,Orange,2500-2999,839
2016,11a,Orange,3000-3499,1886
2016,11a,Orange,3500+,1830
2016,11a,Orange,Not Stated,3
2016,11a,Orleans,Total,405
2016,11a,Orleans,Under 1000,3
2016,11a,Orleans,1000-1499,1
2016,11a,Orleans,1500-1999,4
2016,11a,Orleans,2000-2499,16
2016,11a,Orleans,2500-2999,72
2016,11a,Orleans,3000-3499,148
2016,11a,Orleans,3500+,161
2016,11a,Orleans,Not Stated,0
2016,11a,Oswego,Total,1329
2016,11a,Oswego,Under 1000,7
2016,11a,Oswego,1000-1499,13
2016,11a,Oswego,1500-1999,19
2016,11a,Oswego,2000-2499,52
2016,11a,Oswego,2500-2999,207
2016,11a,Oswego,3000-3499,483
2016,11a,Oswego,3500+,539
2016,11a,Oswego,Not Stated,9
2016,11a,Otsego,Total,493
2016,11a,Otsego,Under 1000,2
2016,11a,Otsego,1000-1499,5
2016,11a,Otsego,1500-1999,5
2016,11a,Otsego,2000-2499,18
2016,11a,Otsego,2500-2999,62
2016,11a,Otsego,3000-3499,198
2016,11a,Otsego,3500+,200
2016,11a,Otsego,Not Stated,3
2016,11a,Putnam,Total,817
2016,11a,Putnam,Under 1000,0
2016,11a,Putnam,1000-1499,3
2016,11a,Putnam,1500-1999,13
2016,11a,Putnam,2000-2499,43
2016,11a,Putnam,2500-2999,132
2016,11a,Putnam,3000-3499,325
2016,11a,Putnam,3500+,301
2016,11a,Putnam,Not Stated,0
2016,11a,Rensselaer,Total,1695
2016,11a,Rensselaer,Under 1000,15
2016,11a,Rensselaer,1000-1499,13
2016,11a,Rensselaer,1500-1999,22
2016,11a,Rensselaer,2000-2499,77
2016,11a,Rensselaer,2500-2999,262
2016,11a,Rensselaer,3000-3499,607
2016,11a,Rensselaer,3500+,698
2016,11a,Rensselaer,Not Stated,1
2016,11a,Rockland,Total,5205
2016,11a,Rockland,Under 1000,25
2016,11a,Rockland,1000-1499,24
2016,11a,Rockland,1500-1999,64
2016,11a,Rockland,2000-2499,220
2016,11a,Rockland,2500-2999,880
2016,11a,Rockland,3000-3499,2016
2016,11a,Rockland,3500+,1972
2016,11a,Rockland,Not Stated,4
2016,11a,St Lawrence,Total,1092
2016,11a,St Lawrence,Under 1000,5
2016,11a,St Lawrence,1000-1499,3
2016,11a,St Lawrence,1500-1999,12
2016,11a,St Lawrence,2000-2499,37
2016,11a,St Lawrence,2500-2999,165
2016,11a,St Lawrence,3000-3499,392
2016,11a,St Lawrence,3500+,445
2016,11a,St Lawrence,Not Stated,33
2016,11a,Saratoga,Total,2211
2016,11a,Saratoga,Under 1000,14
2016,11a,Saratoga,1000-1499,16
2016,11a,Saratoga,1500-1999,21
2016,11a,Saratoga,2000-2499,88
2016,11a,Saratoga,2500-2999,334
2016,11a,Saratoga,3000-3499,801
2016,11a,Saratoga,3500+,937
2016,11a,Saratoga,Not Stated,0
2016,11a,Schenectady,Total,1697
2016,11a,Schenectady,Under 1000,22
2016,11a,Schenectady,1000-1499,14
2016,11a,Schenectady,1500-1999,25
2016,11a,Schenectady,2000-2499,98
2016,11a,Schenectady,2500-2999,304
2016,11a,Schenectady,3000-3499,604
2016,11a,Schenectady,3500+,629
2016,11a,Schenectady,Not Stated,1
2016,11a,Schoharie,Total,240
2016,11a,Schoharie,Under 1000,4
2016,11a,Schoharie,1000-1499,2
2016,11a,Schoharie,1500-1999,4
2016,11a,Schoharie,2000-2499,10
2016,11a,Schoharie,2500-2999,35
2016,11a,Schoharie,3000-3499,79
2016,11a,Schoharie,3500+,106
2016,11a,Schoharie,Not Stated,0
2016,11a,Schuyler,Total,167
2016,11a,Schuyler,Under 1000,0
2016,11a,Schuyler,1000-1499,1
2016,11a,Schuyler,1500-1999,4
2016,11a,Schuyler,2000-2499,8
2016,11a,Schuyler,2500-2999,21
2016,11a,Schuyler,3000-3499,67
2016,11a,Schuyler,3500+,66
2016,11a,Schuyler,Not Stated,0
2016,11a,Seneca,Total,352
2016,11a,Seneca,Under 1000,2
2016,11a,Seneca,1000-1499,1
2016,11a,Seneca,1500-1999,3
2016,11a,Seneca,2000-2499,15
2016,11a,Seneca,2500-2999,47
2016,11a,Seneca,3000-3499,113
2016,11a,Seneca,3500+,171
2016,11a,Seneca,Not Stated,0
2016,11a,Steuben,Total,1020
2016,11a,Steuben,Under 1000,6
2016,11a,Steuben,1000-1499,8
2016,11a,Steuben,1500-1999,13
2016,11a,Steuben,2000-2499,44
2016,11a,Steuben,2500-2999,184
2016,11a,Steuben,3000-3499,344
2016,11a,Steuben,3500+,419
2016,11a,Steuben,Not Stated,2
2016,11a,Suffolk,Total,15539
2016,11a,Suffolk,Under 1000,79
2016,11a,Suffolk,1000-1499,104
2016,11a,Suffolk,1500-1999,260
2016,11a,Suffolk,2000-2499,810
2016,11a,Suffolk,2500-2999,2746
2016,11a,Suffolk,3000-3499,6076
2016,11a,Suffolk,3500+,5461
2016,11a,Suffolk,Not Stated,3
2016,11a,Sullivan,Total,859
2016,11a,Sullivan,Under 1000,11
2016,11a,Sullivan,1000-1499,6
2016,11a,Sullivan,1500-1999,9
2016,11a,Sullivan,2000-2499,40
2016,11a,Sullivan,2500-2999,152
2016,11a,Sullivan,3000-3499,322
2016,11a,Sullivan,3500+,317
2016,11a,Sullivan,Not Stated,2
2016,11a,Tioga,Total,473
2016,11a,Tioga,Under 1000,5
2016,11a,Tioga,1000-1499,2
2016,11a,Tioga,1500-1999,5
2016,11a,Tioga,2000-2499,17
2016,11a,Tioga,2500-2999,79
2016,11a,Tioga,3000-3499,158
2016,11a,Tioga,3500+,207
2016,11a,Tioga,Not Stated,0
2016,11a,Tompkins,Total,793
2016,11a,Tompkins,Under 1000,4
2016,11a,Tompkins,1000-1499,2
2016,11a,Tompkins,1500-1999,16
2016,11a,Tompkins,2000-2499,30
2016,11a,Tompkins,2500-2999,118
2016,11a,Tompkins,3000-3499,291
2016,11a,Tompkins,3500+,332
2016,11a,Tompkins,Not Stated,0
2016,11a,Ulster,Total,1499
2016,11a,Ulster,Under 1000,2
2016,11a,Ulster,1000-1499,8
2016,11a,Ulster,1500-1999,24
2016,11a,Ulster,2000-2499,73
2016,11a,Ulster,2500-2999,221
2016,11a,Ulster,3000-3499,578
