Year,Table,County,Birth Weight in Grams,Number of Live Births
2009,11a,Cayuga,1500-1999,6
2009,11a,Cayuga,1000-1499,8
2009,11a,Cayuga,Under 1000,3
2009,11a,Cayuga,Total,812
2009,11a,Cattaraugus,Not Stated,95
2009,11a,Cattaraugus,3500+,321
2009,11a,Cattaraugus,3000-3499,357
2009,11a,Cattaraugus,2500-2999,136
2009,11a,Cattaraugus,2000-2499,40
2009,11a,Cattaraugus,1500-1999,14
2009,11a,Cattaraugus,1000-1499,8
2009,11a,Cattaraugus,Under 1000,7
2009,11a,Cattaraugus,Total,978
2009,11a,Broome,Not Stated,4
2009,11a,Broome,3500+,788
2009,11a,Broome,3000-3499,782
2009,11a,Broome,2500-2999,345
2009,11a,Broome,2000-2499,91
2009,11a,Broome,1500-1999,18
2009,11a,Broome,1000-1499,12
2009,11a,Broome,Under 1000,21
2009,11a,Broome,Total,2061
2009,11a,Allegany,Not Stated,3
2009,11a,Allegany,3500+,184
2009,11a,Allegany,3000-3499,201
2009,11a,Allegany,2500-2999,94
2009,11a,Allegany,2000-2499,26
2009,11a,Allegany,1500-1999,9
2009,11a,Allegany,1000-1499,3
2009,11a,Allegany,Under 1000,1
2009,11a,Allegany,Total,521
2009,11a,Albany,Not Stated,0
2009,11a,Albany,3500+,1233
2009,11a,Albany,3000-3499,1151
2009,11a,Albany,2500-2999,511
2009,11a,Albany,2000-2499,161
2009,11a,Albany,1500-1999,60
2009,11a,Albany,1000-1499,26
2009,11a,Albany,Under 1000,34
2009,11a,Albany,Total,3176
2009,11a,Rest of State,Not Stated,227
2009,11a,Rest of State,3500+,46494
2009,11a,Rest of State,3000-3499,47281
2009,11a,Rest of State,2500-2999,21205
2009,11a,Rest of State,2000-2499,5829
2009,11a,Rest of State,1500-1999,1971
2009,11a,Rest of State,1000-1499,923
2009,11a,Rest of State,Under 1000,917
2009,11a,Rest of State,Total,124847
2009,11a,Richmond,Not Stated,1
2009,11a,Richmond,3500+,1933
2009,11a,Richmond,3000-3499,2229
2009,11a,Richmond,2500-2999,1086
2009,11a,Richmond,2000-2499,288
2009,11a,Richmond,1500-1999,102
2009,11a,Richmond,1000-1499,51
2009,11a,Richmond,Under 1000,39
2009,11a,Richmond,Total,5729
2009,11a,Queens,Not Stated,0
2009,11a,Queens,3500+,9396
2009,11a,Queens,3000-3499,12587
2009,11a,Queens,2500-2999,6290
2009,11a,Queens,2000-2499,1534
2009,11a,Queens,1500-1999,485
2009,11a,Queens,1000-1499,240
2009,11a,Queens,Under 1000,216
2009,11a,Queens,Total,30748
2009,11a,New York,Not Stated,1
2009,11a,New York,3500+,6280
2009,11a,New York,3000-3499,8122
2009,11a,New York,2500-2999,3967
2009,11a,New York,2000-2499,1142
2009,11a,New York,1500-1999,375
2009,11a,New York,1000-1499,152
2009,11a,New York,Under 1000,128
2009,11a,New York,Total,20167
2009,11a,Kings,Not Stated,2
2009,11a,Kings,3500+,13037
2009,11a,Kings,3000-3499,16975
2009,11a,Kings,2500-2999,8530
2009,11a,Kings,2000-2499,2197
2009,11a,Kings,1500-1999,710
2009,11a,Kings,1000-1499,385
2009,11a,Kings,Under 1000,265
2009,11a,Kings,Total,42101
2009,11a,Bronx,Not Stated,1
2009,11a,Bronx,3500+,6982
2009,11a,Bronx,3000-3499,8966
2009,11a,Bronx,2500-2999,4774
2009,11a,Bronx,2000-2499,1410
2009,11a,Bronx,1500-1999,420
2009,11a,Bronx,1000-1499,210
2009,11a,Bronx,Under 1000,237
2009,11a,Bronx,Total,23000
2009,11a,New York City,Not Stated,5
2009,11a,New York City,3500+,37628
2009,11a,New York City,3000-3499,48879
2009,11a,New York City,2500-2999,24647
2009,11a,New York City,2000-2499,6571
2009,11a,New York City,1500-1999,2092
2009,11a,New York City,1000-1499,1038
2009,11a,New York City,Under 1000,885
2009,11a,New York City,Total,121745
2009,11a,New York State,Not Stated,232
2009,11a,New York State,3500+,84122
2009,11a,New York State,3000-3499,96160
2009,11a,New York State,2500-2999,45852
2009,11a,New York State,2000-2499,12400
2009,11a,New York State,1500-1999,4063
2009,11a,New York State,1000-1499,1961
2009,11a,New York State,Under 1000,1802
2009,11a,New York State,Total,246592
2008,11a,New York State,Under 1000,1739
2008,11a,Yates,Not Stated,1
2008,11a,Yates,3500+,135
2008,11a,Yates,3000-3499,109
2008,11a,Yates,2500-2999,37
2008,11a,Yates,2000-2499,1
2008,11a,Yates,1500-1999,2
2008,11a,Yates,1000-1499,3
2008,11a,Yates,Under 1000,2
2008,11a,Yates,Total,290
2008,11a,Wyoming,Not Stated,1
2008,11a,Wyoming,3500+,190
2008,11a,Wyoming,3000-3499,124
2008,11a,Wyoming,2500-2999,62
2008,11a,Wyoming,2000-2499,8
2008,11a,Wyoming,1500-1999,5
2008,11a,Wyoming,1000-1499,1
2008,11a,Wyoming,Under 1000,4
2008,11a,Wyoming,Total,395
2008,11a,Westchester,Not Stated,36
2008,11a,Westchester,3500+,3746
2008,11a,Westchester,3000-3499,4641
2008,11a,Westchester,2500-2999,2074
2008,11a,Westchester,2000-2499,651
2008,11a,Westchester,1500-1999,187
2008,11a,Westchester,1000-1499,107
2008,11a,Westchester,Under 1000,75
2008,11a,Westchester,Total,11517
2008,11a,Wayne,Not Stated,0
2008,11a,Wayne,3500+,464
2008,11a,Wayne,3000-3499,398
2008,11a,Wayne,2500-2999,152
2008,11a,Wayne,2000-2499,46
2008,11a,Wayne,1500-1999,18
2008,11a,Wayne,1000-1499,9
2008,11a,Wayne,Under 1000,8
2008,11a,Wayne,Total,1095
2008,11a,Washington,Not Stated,0
2008,11a,Washington,3500+,289
2008,11a,Washington,3000-3499,231
2008,11a,Washington,2500-2999,99
2008,11a,Washington,2000-2499,26
2008,11a,Washington,1500-1999,8
2008,11a,Washington,1000-1499,2
2008,11a,Washington,Under 1000,7
2008,11a,Washington,Total,662
2008,11a,Warren,Not Stated,0
2008,11a,Warren,3500+,235
2008,11a,Warren,3000-3499,258
2008,11a,Warren,2500-2999,110
2008,11a,Warren,2000-2499,33
2008,11a,Warren,1500-1999,16
2008,11a,Warren,1000-1499,3
2008,11a,Warren,Under 1000,3
2008,11a,Warren,Total,658
2008,11a,Ulster,Not Stated,1
2008,11a,Ulster,3500+,723
2008,11a,Ulster,3000-3499,662
2008,11a,Ulster,2500-2999,273
2008,11a,Ulster,2000-2499,87
2008,11a,Ulster,1500-1999,28
2008,11a,Ulster,1000-1499,13
2008,11a,Ulster,Under 1000,13
2008,11a,Ulster,Total,1800
2008,11a,Tompkins,Not Stated,1
2008,11a,Tompkins,3500+,363
2008,11a,Tompkins,3000-3499,311
2008,11a,Tompkins,2500-2999,150
2008,11a,Tompkins,2000-2499,38
2008,11a,Tompkins,1500-1999,13
2008,11a,Tompkins,1000-1499,7
2008,11a,Tompkins,Under 1000,3
2008,11a,Tompkins,Total,886
2008,11a,Tioga,Not Stated,1
2008,11a,Tioga,3500+,214
2008,11a,Tioga,3000-3499,183
2008,11a,Tioga,2500-2999,75
2008,11a,Tioga,2000-2499,23
2008,11a,Tioga,1500-1999,4
2008,11a,Tioga,1000-1499,6
2008,11a,Tioga,Under 1000,2
2008,11a,Tioga,Total,508
2008,11a,Sullivan,Not Stated,1
2008,11a,Sullivan,3500+,341
2008,11a,Sullivan,3000-3499,348
2008,11a,Sullivan,2500-2999,180
2008,11a,Sullivan,2000-2499,55
2008,11a,Sullivan,1500-1999,23
2008,11a,Sullivan,1000-1499,7
2008,11a,Sullivan,Under 1000,4
2008,11a,Sullivan,Total,959
2008,11a,Suffolk,Not Stated,3
2008,11a,Suffolk,3500+,6626
2008,11a,Suffolk,3000-3499,6988
2008,11a,Suffolk,2500-2999,3077
2008,11a,Suffolk,2000-2499,831
2008,11a,Suffolk,1500-1999,240
2008,11a,Suffolk,1000-1499,131
2008,11a,Suffolk,Under 1000,88
2008,11a,Suffolk,Total,17984
2008,11a,Steuben,Not Stated,1
2008,11a,Steuben,3500+,393
2008,11a,Steuben,3000-3499,395
2008,11a,Steuben,2500-2999,183
2008,11a,Steuben,2000-2499,42
2008,11a,Steuben,1500-1999,10
2008,11a,Steuben,1000-1499,8
2008,11a,Steuben,Under 1000,4
2008,11a,Steuben,Total,1036
2008,11a,Seneca,Not Stated,0
2008,11a,Seneca,3500+,162
2008,11a,Seneca,3000-3499,150
2008,11a,Seneca,2500-2999,58
2008,11a,Seneca,2000-2499,9
2008,11a,Seneca,1500-1999,0
2008,11a,Seneca,1000-1499,1
2008,11a,Seneca,Under 1000,1
2008,11a,Seneca,Total,381
2008,11a,Schuyler,Not Stated,0
2008,11a,Schuyler,3500+,64
2008,11a,Schuyler,3000-3499,67
2008,11a,Schuyler,2500-2999,36
2008,11a,Schuyler,2000-2499,7
2008,11a,Schuyler,1500-1999,4
2008,11a,Schuyler,1000-1499,2
2008,11a,Schuyler,Under 1000,2
2008,11a,Schuyler,Total,182
2008,11a,Schoharie,Not Stated,0
2008,11a,Schoharie,3500+,136
2008,11a,Schoharie,3000-3499,104
2008,11a,Schoharie,2500-2999,59
2008,11a,Schoharie,2000-2499,18
2008,11a,Schoharie,1500-1999,8
2008,11a,Schoharie,1000-1499,0
2008,11a,Schoharie,Under 1000,2
2008,11a,Schoharie,Total,327
2008,11a,Schenectady,Not Stated,0
2008,11a,Schenectady,3500+,677
2008,11a,Schenectady,3000-3499,654
2008,11a,Schenectady,2500-2999,313
2008,11a,Schenectady,2000-2499,109
2008,11a,Schenectady,1500-1999,27
2008,11a,Schenectady,1000-1499,9
2008,11a,Schenectady,Under 1000,13
2008,11a,Schenectady,Total,1802
2008,11a,Saratoga,Not Stated,5
2008,11a,Saratoga,3500+,973
2008,11a,Saratoga,3000-3499,830
2008,11a,Saratoga,2500-2999,339
2008,11a,Saratoga,2000-2499,82
2008,11a,Saratoga,1500-1999,38
2008,11a,Saratoga,1000-1499,18
2008,11a,Saratoga,Under 1000,15
2008,11a,Saratoga,Total,2300
2008,11a,St Lawrence,Not Stated,38
2008,11a,St Lawrence,3500+,437
2008,11a,St Lawrence,3000-3499,477
2008,11a,St Lawrence,2500-2999,210
2008,11a,St Lawrence,2000-2499,65
2008,11a,St Lawrence,1500-1999,19
2008,11a,St Lawrence,1000-1499,5
2008,11a,St Lawrence,Under 1000,2
2008,11a,St Lawrence,Total,1253
2008,11a,Rockland,Not Stated,3
2008,11a,Rockland,3500+,1881
2008,11a,Rockland,3000-3499,1903
2008,11a,Rockland,2500-2999,826
2008,11a,Rockland,2000-2499,199
2008,11a,Rockland,1500-1999,65
2008,11a,Rockland,1000-1499,38
2008,11a,Rockland,Under 1000,41
2008,11a,Rockland,Total,4956
2008,11a,Rensselaer,Not Stated,2
2008,11a,Rensselaer,3500+,689
2008,11a,Rensselaer,3000-3499,607
2008,11a,Rensselaer,2500-2999,293
2008,11a,Rensselaer,2000-2499,75
2008,11a,Rensselaer,1500-1999,25
2008,11a,Rensselaer,1000-1499,18
2008,11a,Rensselaer,Under 1000,14
2008,11a,Rensselaer,Total,1723
2008,11a,Putnam,Not Stated,1
2008,11a,Putnam,3500+,379
2008,11a,Putnam,3000-3499,353
2008,11a,Putnam,2500-2999,159
2008,11a,Putnam,2000-2499,58
2008,11a,Putnam,1500-1999,17
2008,11a,Putnam,1000-1499,9
2008,11a,Putnam,Under 1000,8
2008,11a,Putnam,Total,984
2008,11a,Otsego,Not Stated,0
2008,11a,Otsego,3500+,231
2008,11a,Otsego,3000-3499,199
2008,11a,Otsego,2500-2999,85
2008,11a,Otsego,2000-2499,25
2008,11a,Otsego,1500-1999,7
2008,11a,Otsego,1000-1499,1
2008,11a,Otsego,Under 1000,2
2008,11a,Otsego,Total,550
2008,11a,Oswego,Not Stated,1
2008,11a,Oswego,3500+,583
2008,11a,Oswego,3000-3499,494
2008,11a,Oswego,2500-2999,217
2008,11a,Oswego,2000-2499,58
2008,11a,Oswego,1500-1999,9
2008,11a,Oswego,1000-1499,6
2008,11a,Oswego,Under 1000,9
2008,11a,Oswego,Total,1377
2008,11a,Orleans,Not Stated,1
2008,11a,Orleans,3500+,184
2008,11a,Orleans,3000-3499,140
2008,11a,Orleans,2500-2999,63
2008,11a,Orleans,2000-2499,21
2008,11a,Orleans,1500-1999,4
2008,11a,Orleans,1000-1499,3
2008,11a,Orleans,Under 1000,2
2008,11a,Orleans,Total,418
2008,11a,Orange,Not Stated,0
2008,11a,Orange,3500+,1963
2008,11a,Orange,3000-3499,2097
2008,11a,Orange,2500-2999,942
2008,11a,Orange,2000-2499,261
2008,11a,Orange,1500-1999,92
2008,11a,Orange,1000-1499,23
2008,11a,Orange,Under 1000,28
2008,11a,Orange,Total,5406
2008,11a,Ontario,Not Stated,0
2008,11a,Ontario,3500+,493
2008,11a,Ontario,3000-3499,378
2008,11a,Ontario,2500-2999,181
2008,11a,Ontario,2000-2499,38
2008,11a,Ontario,1500-1999,14
2008,11a,Ontario,1000-1499,5
2008,11a,Ontario,Under 1000,2
2008,11a,Ontario,Total,1111
2008,11a,Onondaga,Not Stated,1
2008,11a,Onondaga,3500+,2193
2008,11a,Onondaga,3000-3499,2046
2008,11a,Onondaga,2500-2999,901
2008,11a,Onondaga,2000-2499,241
2008,11a,Onondaga,1500-1999,88
2008,11a,Onondaga,1000-1499,35
2008,11a,Onondaga,Under 1000,48
2008,11a,Onondaga,Total,5553
2008,11a,Oneida,Not Stated,0
2008,11a,Oneida,3500+,980
2008,11a,Oneida,3000-3499,972
2008,11a,Oneida,2500-2999,460
2008,11a,Oneida,2000-2499,124
2008,11a,Oneida,1500-1999,40
2008,11a,Oneida,1000-1499,22
2008,11a,Oneida,Under 1000,19
2008,11a,Oneida,Total,2617
2008,11a,Niagara,Not Stated,0
2008,11a,Niagara,3500+,861
2008,11a,Niagara,3000-3499,821
2008,11a,Niagara,2500-2999,399
2008,11a,Niagara,2000-2499,119
2008,11a,Niagara,1500-1999,31
2008,11a,Niagara,1000-1499,16
2008,11a,Niagara,Under 1000,16
2008,11a,Niagara,Total,2263
2008,11a,Nassau,Not Stated,1
2008,11a,Nassau,3500+,5179
2008,11a,Nassau,3000-3499,5991
2008,11a,Nassau,2500-2999,2679
2008,11a,Nassau,2000-2499,736
2008,11a,Nassau,1500-1999,226
2008,11a,Nassau,1000-1499,122
2008,11a,Nassau,Under 1000,99
2008,11a,Nassau,Total,15033
2008,11a,Montgomery,Not Stated,4
2008,11a,Montgomery,3500+,249
2008,11a,Montgomery,3000-3499,253
2008,11a,Montgomery,2500-2999,94
2008,11a,Montgomery,2000-2499,29
2008,11a,Montgomery,1500-1999,10
2008,11a,Montgomery,1000-1499,2
2008,11a,Montgomery,Under 1000,4
2008,11a,Montgomery,Total,645
2008,11a,Monroe,Not Stated,2
2008,11a,Monroe,3500+,3390
2008,11a,Monroe,3000-3499,3135
2008,11a,Monroe,2500-2999,1478
2008,11a,Monroe,2000-2499,422
2008,11a,Monroe,1500-1999,130
2008,11a,Monroe,1000-1499,70
2008,11a,Monroe,Under 1000,80
2008,11a,Monroe,Total,8707
2008,11a,Madison,Not Stated,1
2008,11a,Madison,3500+,305
2008,11a,Madison,3000-3499,256
2008,11a,New York State,Total,249655
2008,11a,Madison,2500-2999,99
2008,11a,Madison,2000-2499,24
2008,11a,Madison,1500-1999,9
2008,11a,Madison,1000-1499,3
2008,11a,Madison,Under 1000,2
2008,11a,Madison,Total,699
2008,11a,Livingston,Not Stated,0
2008,11a,Livingston,3500+,271
2008,11a,Livingston,3000-3499,200
2008,11a,Livingston,2500-2999,86
2008,11a,Livingston,2000-2499,20
2008,11a,Livingston,1500-1999,2
2008,11a,Livingston,1000-1499,4
2008,11a,Livingston,Under 1000,6
2008,11a,Livingston,Total,589
2008,11a,Lewis,Not Stated,5
2008,11a,Lewis,3500+,142
2008,11a,Lewis,3000-3499,122
2008,11a,Lewis,2500-2999,47
2008,11a,Lewis,2000-2499,15
2008,11a,Lewis,1500-1999,3
2008,11a,Lewis,1000-1499,1
2008,11a,Lewis,Under 1000,0
2008,11a,Lewis,Total,335
2008,11a,Jefferson,Not Stated,3
2008,11a,Jefferson,3500+,858
2008,11a,Jefferson,3000-3499,795
2008,11a,Jefferson,2500-2999,315
2008,11a,Jefferson,2000-2499,93
2008,11a,Jefferson,1500-1999,32
2008,11a,Jefferson,1000-1499,10
2008,11a,Jefferson,Under 1000,21
2008,11a,Jefferson,Total,2127
2008,11a,Herkimer,Not Stated,1
2008,11a,Herkimer,3500+,281
2008,11a,Herkimer,3000-3499,221
2008,11a,Herkimer,2500-2999,98
2008,11a,Herkimer,2000-2499,27
2008,11a,Herkimer,1500-1999,7
2008,11a,Herkimer,1000-1499,9
2008,11a,Herkimer,Under 1000,2
2008,11a,Herkimer,Total,646
2008,11a,Hamilton,Not Stated,0
2008,11a,Hamilton,3500+,16
2008,11a,Hamilton,3000-3499,9
2008,11a,Hamilton,2500-2999,7
2008,11a,Hamilton,2000-2499,2
2008,11a,Hamilton,1500-1999,0
2008,11a,Hamilton,1000-1499,0
2008,11a,Hamilton,Under 1000,0
2008,11a,Hamilton,Total,34
2008,11a,Greene,Not Stated,0
2008,11a,Greene,3500+,154
2008,11a,Greene,3000-3499,160
2008,11a,Greene,2500-2999,84
2008,11a,Greene,2000-2499,29
2008,11a,Greene,1500-1999,11
2008,11a,Greene,1000-1499,1
2008,11a,Greene,Under 1000,0
2008,11a,Greene,Total,439
2008,11a,Genesee,Not Stated,1
2008,11a,Genesee,3500+,274
2008,11a,Genesee,3000-3499,230
2008,11a,Genesee,2500-2999,93
2008,11a,Genesee,2000-2499,15
2008,11a,Genesee,1500-1999,8
2008,11a,Genesee,1000-1499,4
2008,11a,Genesee,Under 1000,4
2008,11a,Genesee,Total,629
2008,11a,Fulton,Not Stated,0
2008,11a,Fulton,3500+,235
2008,11a,Fulton,3000-3499,214
2008,11a,Fulton,2500-2999,116
2008,11a,Fulton,2000-2499,43
2008,11a,Fulton,1500-1999,11
2008,11a,Fulton,1000-1499,8
2008,11a,Fulton,Under 1000,5
2008,11a,Fulton,Total,632
2008,11a,Franklin,Not Stated,2
2008,11a,Franklin,3500+,182
2008,11a,Franklin,3000-3499,223
2008,11a,Franklin,2500-2999,99
2008,11a,Franklin,2000-2499,19
2008,11a,Franklin,1500-1999,4
2008,11a,Franklin,1000-1499,2
2008,11a,Franklin,Under 1000,2
2008,11a,Franklin,Total,533
2008,11a,Essex,Not Stated,0
2008,11a,Essex,3500+,141
2008,11a,Essex,3000-3499,141
2008,11a,Essex,2500-2999,53
2008,11a,Essex,2000-2499,29
2008,11a,Essex,1500-1999,8
2008,11a,Essex,1000-1499,2
2008,11a,Essex,Under 1000,1
2008,11a,Essex,Total,375
2008,11a,Erie,Not Stated,7
2008,11a,Erie,3500+,3563
2008,11a,Erie,3000-3499,3625
2008,11a,Erie,2500-2999,1688
2008,11a,Erie,2000-2499,482
2008,11a,Erie,1500-1999,156
2008,11a,Erie,1000-1499,88
2008,11a,Erie,Under 1000,71
2008,11a,Erie,Total,9680
2008,11a,Dutchess,Not Stated,7
2008,11a,Dutchess,3500+,1132
2008,11a,Dutchess,3000-3499,1107
2008,11a,Dutchess,2500-2999,468
2008,11a,Dutchess,2000-2499,125
2008,11a,Dutchess,1500-1999,45
2008,11a,Dutchess,1000-1499,21
2008,11a,Dutchess,Under 1000,20
2008,11a,Dutchess,Total,2925
2008,11a,Delaware,Not Stated,0
2008,11a,Delaware,3500+,191
2008,11a,Delaware,3000-3499,167
2008,11a,Delaware,2500-2999,61
2008,11a,Delaware,2000-2499,20
2008,11a,Delaware,1500-1999,2
2008,11a,Delaware,1000-1499,4
2008,11a,Delaware,Under 1000,6
2008,11a,Delaware,Total,451
2008,11a,Cortland,Not Stated,0
2008,11a,Cortland,3500+,255
2008,11a,Cortland,3000-3499,210
2008,11a,Cortland,2500-2999,75
2008,11a,Cortland,2000-2499,22
2008,11a,Cortland,1500-1999,7
2008,11a,Cortland,1000-1499,4
2008,11a,Cortland,Under 1000,1
2008,11a,Cortland,Total,574
2008,11a,Columbia,Not Stated,1
2008,11a,Columbia,3500+,217
2008,11a,Columbia,3000-3499,231
2008,11a,Columbia,2500-2999,114
2008,11a,Columbia,2000-2499,25
2008,11a,Columbia,1500-1999,18
2008,11a,Columbia,1000-1499,5
2008,11a,Columbia,Under 1000,3
2008,11a,Columbia,Total,614
2008,11a,Clinton,Not Stated,1
2008,11a,Clinton,3500+,323
2008,11a,Clinton,3000-3499,283
2008,11a,Clinton,2500-2999,115
2008,11a,Clinton,2000-2499,24
2008,11a,Clinton,1500-1999,12
2008,11a,Clinton,1000-1499,3
2008,11a,Clinton,Under 1000,7
2008,11a,Clinton,Total,768
2008,11a,Chenango,Not Stated,0
2008,11a,Chenango,3500+,209
2008,11a,Chenango,3000-3499,206
2008,11a,Chenango,2500-2999,85
2008,11a,Chenango,2000-2499,23
2008,11a,Chenango,1500-1999,8
2008,11a,Chenango,1000-1499,4
2008,11a,Chenango,Under 1000,5
2008,11a,Chenango,Total,540
2008,11a,Chemung,Not Stated,0
2008,11a,Chemung,3500+,367
2008,11a,Chemung,3000-3499,356
2008,11a,Chemung,2500-2999,158
2008,11a,Chemung,2000-2499,42
2008,11a,Chemung,1500-1999,25
2008,11a,Chemung,1000-1499,2
2008,11a,Chemung,Under 1000,7
2008,11a,Chemung,Total,957
2008,11a,Chautauqua,Not Stated,22
2008,11a,Chautauqua,3500+,481
2008,11a,Chautauqua,3000-3499,521
2008,11a,Chautauqua,2500-2999,251
2008,11a,Chautauqua,2000-2499,81
2008,11a,Chautauqua,1500-1999,17
2008,11a,Chautauqua,1000-1499,14
2008,11a,Chautauqua,Under 1000,8
2008,11a,Chautauqua,Total,1395
2008,11a,Cayuga,Not Stated,2
2008,11a,Cayuga,3500+,352
2008,11a,Cayuga,3000-3499,302
2008,11a,Cayuga,2500-2999,122
2008,11a,Cayuga,2000-2499,37
2008,11a,Cayuga,1500-1999,6
2008,11a,Cayuga,1000-1499,8
2008,11a,Cayuga,Under 1000,7
2008,11a,Cayuga,Total,836
2008,11a,Cattaraugus,Not Stated,75
2008,11a,Cattaraugus,3500+,338
2008,11a,Cattaraugus,3000-3499,391
2008,11a,Cattaraugus,2500-2999,146
2008,11a,Cattaraugus,2000-2499,34
2008,11a,Cattaraugus,1500-1999,14
2008,11a,Cattaraugus,1000-1499,5
2008,11a,Cattaraugus,Under 1000,7
2008,11a,Cattaraugus,Total,1010
2008,11a,Broome,Not Stated,1
2008,11a,Broome,3500+,784
2008,11a,Broome,3000-3499,812
2008,11a,Broome,2500-2999,318
2008,11a,Broome,2000-2499,103
2008,11a,Broome,1500-1999,26
2008,11a,Broome,1000-1499,12
2008,11a,Broome,Under 1000,18
2008,11a,Broome,Total,2074
2008,11a,Allegany,Not Stated,1
2008,11a,Allegany,3500+,188
2008,11a,Allegany,3000-3499,209
2008,11a,Allegany,2500-2999,87
2008,11a,Allegany,2000-2499,19
2008,11a,Allegany,1500-1999,7
2008,11a,Allegany,1000-1499,5
2008,11a,Allegany,Under 1000,3
2008,11a,Allegany,Total,519
2008,11a,Albany,Not Stated,1
2008,11a,Albany,3500+,1210
2008,11a,Albany,3000-3499,1123
2008,11a,Albany,2500-2999,537
2008,11a,Albany,2000-2499,153
2008,11a,Albany,1500-1999,55
2008,11a,Albany,1000-1499,27
2008,11a,Albany,Under 1000,34
2008,11a,Albany,Total,3140
2008,11a,Rest of State,Not Stated,236
2008,11a,Rest of State,3500+,47892
2008,11a,Rest of State,3000-3499,48433
2008,11a,Rest of State,2500-2999,21586
2008,11a,Rest of State,2000-2499,6043
2008,11a,Rest of State,1500-1999,1901
2008,11a,Rest of State,1000-1499,948
2008,11a,Rest of State,Under 1000,860
2008,11a,Rest of State,Total,127899
2008,11a,Richmond,Not Stated,0
2008,11a,Richmond,3500+,1910
2008,11a,Richmond,3000-3499,2321
2008,11a,Richmond,2500-2999,1041
2008,11a,Richmond,2000-2499,309
2008,11a,Richmond,1500-1999,92
2008,11a,Richmond,1000-1499,41
2008,11a,Richmond,Under 1000,39
2008,11a,Richmond,Total,5753
2008,11a,Queens,Not Stated,0
2008,11a,Queens,3500+,9557
2008,11a,Queens,3000-3499,12506
2008,11a,Queens,2500-2999,6431
2008,11a,Queens,2000-2499,1663
2008,11a,Queens,1500-1999,469
2008,11a,Queens,1000-1499,251
2008,11a,Queens,Under 1000,186
2008,11a,Queens,Total,31063
2008,11a,New York,Not Stated,3
2008,11a,New York,3500+,6331
2008,11a,New York,3000-3499,8157
2008,11a,New York,2500-2999,4045
2008,11a,New York,2000-2499,1175
2008,11a,New York,1500-1999,330
2008,11a,New York,1000-1499,151
2008,11a,New York,Under 1000,114
2008,11a,New York,Total,20306
2008,11a,Kings,Not Stated,4
2008,11a,Kings,3500+,12942
2008,11a,Kings,3000-3499,16833
2008,11a,Kings,2500-2999,8254
2008,11a,Kings,2000-2499,2190
2008,11a,Kings,1500-1999,681
2008,11a,Kings,1000-1499,387
2008,11a,Kings,Under 1000,332
2008,11a,Kings,Total,41623
2008,11a,Bronx,Not Stated,0
2008,11a,Bronx,3500+,6888
2008,11a,Bronx,3000-3499,8989
2008,11a,Bronx,2500-2999,4825
2008,11a,Bronx,2000-2499,1408
2008,11a,Bronx,1500-1999,477
2008,11a,Bronx,1000-1499,216
2008,11a,Bronx,Under 1000,208
2008,11a,Bronx,Total,23011
2008,11a,New York City,Not Stated,7
2008,11a,New York City,3500+,37628
2008,11a,New York City,3000-3499,48806
2008,11a,New York City,2500-2999,24596
2008,11a,New York City,2000-2499,6745
2008,11a,New York City,1500-1999,2049
2008,11a,New York City,1000-1499,1046
2008,11a,New York City,Under 1000,879
2008,11a,New York City,Total,121756
2008,11a,New York State,Not Stated,243
2008,11a,New York State,3500+,85520
2008,11a,New York State,3000-3499,97239
2008,11a,New York State,2500-2999,46182
2008,11a,New York State,2000-2499,12788
2008,11a,New York State,1500-1999,3950
2008,11a,New York State,1000-1499,1994
2013,11a,New York State,Total,235274
2013,11a,New York State,Under 1000,1533
2013,11a,New York State,1000-1499,1664
2013,11a,New York State,1500-1999,3657
2013,11a,New York State,2000-2499,11816
2013,11a,New York State,2500-2999,43225
2013,11a,New York State,3000-3499,91746
2013,11a,New York State,3500+,81343
2013,11a,New York State,Not Stated,290
2013,11a,New York City,Total,115994
2013,11a,New York City,Under 1000,757
2013,11a,New York City,1000-1499,841
2013,11a,New York City,1500-1999,1825
2013,11a,New York City,2000-2499,6275
2013,11a,New York City,2500-2999,23122
2013,11a,New York City,3000-3499,46775
2013,11a,New York City,3500+,36394
2013,11a,New York City,Not Stated,5
2013,11a,Bronx,Total,21156
2013,11a,Bronx,Under 1000,196
2013,11a,Bronx,1000-1499,192
2013,11a,Bronx,1500-1999,381
2013,11a,Bronx,2000-2499,1223
2013,11a,Bronx,2500-2999,4304
2013,11a,Bronx,3000-3499,8353
2013,11a,Bronx,3500+,6507
2013,11a,Bronx,Not Stated,0
2013,11a,Kings,Total,41060
2013,11a,Kings,Under 1000,245
2013,11a,Kings,1000-1499,273
2013,11a,Kings,1500-1999,612
2013,11a,Kings,2000-2499,2122
2013,11a,Kings,2500-2999,8066
2013,11a,Kings,3000-3499,16735
2013,11a,Kings,3500+,13003
2013,11a,Kings,Not Stated,4
2013,11a,New York,Total,18423
2013,11a,New York,Under 1000,107
2013,11a,New York,1000-1499,139
2013,11a,New York,1500-1999,281
2013,11a,New York,2000-2499,1037
2013,11a,New York,2500-2999,3661
2013,11a,New York,3000-3499,7420
2013,11a,New York,3500+,5777
2013,11a,New York,Not Stated,1
2013,11a,Queens,Total,30074
2013,11a,Queens,Under 1000,176
2013,11a,Queens,1000-1499,201
2013,11a,Queens,1500-1999,480
2013,11a,Queens,2000-2499,1583
2013,11a,Queens,2500-2999,6123
